CustomerID,Recency,Frequency,Monetary,TotalQuantity,AvgOrderValue,ChurnStatus,Country,SpenderType
15045,152,1,60.06,42,60.06,1,United Kingdom,Low Spender
15046,9,15,2332.68,1378,155.512,0,United Kingdom,High Spender
15047,270,1,329.7,174,329.7,1,United Kingdom,Mid Spender
15048,65,4,281.3,180,70.325,0,United Kingdom,Mid Spender
15049,274,1,40.050000000000004,15,40.050000000000004,1,United Kingdom,Low Spender
15050,25,3,982.29,616,327.43,0,United Kingdom,High Spender
15051,23,3,1186.13,809,395.3766666666667,0,United Kingdom,High Spender
15052,319,1,127.83,77,127.83,1,United Kingdom,Low Spender
15053,5,3,519.59,396,173.1966666666667,0,United Kingdom,Mid Spender
15054,12,2,277.95,195,138.975,0,United Kingdom,Mid Spender
15057,275,2,807.0,332,403.5,1,United Kingdom,Mid Spender
15058,25,11,1836.89,1000,166.99,0,United Kingdom,High Spender
15059,41,9,1057.8700000000001,494,117.54111111111112,0,United Kingdom,High Spender
15060,8,4,268.75,255,67.1875,0,United Kingdom,Low Spender
15061,4,33,6687.17,2338,202.64151515151516,0,United Kingdom,High Spender
15062,71,4,912.38,583,228.095,0,United Kingdom,High Spender
15063,213,1,70.19999999999999,36,70.19999999999999,1,United Kingdom,Low Spender
15065,38,4,2234.06,1256,558.515,0,United Kingdom,High Spender
15066,53,1,701.79,297,701.79,0,United Kingdom,Mid Spender
15067,78,3,1277.2,702,425.73333333333335,0,United Kingdom,High Spender
15068,46,2,453.45,307,226.725,0,United Kingdom,Mid Spender
15069,179,1,825.48,488,825.48,1,United Kingdom,High Spender
15071,94,2,601.82,190,300.91,1,United Kingdom,Mid Spender
15073,10,3,1043.41,491,347.80333333333334,0,United Kingdom,High Spender
15074,105,1,735.67,431,735.67,1,United Kingdom,Mid Spender
15075,78,1,496.78,274,496.78,0,United Kingdom,Mid Spender
15076,173,1,771.3,562,771.3,1,United Kingdom,Mid Spender
15078,7,31,9220.62,4868,297.4393548387097,0,United Kingdom,High Spender
15079,213,3,610.5600000000001,322,203.52,1,United Kingdom,Mid Spender
15081,22,5,378.7,178,75.74,0,United Kingdom,Mid Spender
15083,257,1,62.699999999999996,36,62.699999999999996,1,United Kingdom,Low Spender
15087,282,1,220.06,134,220.06,1,United Kingdom,Low Spender
15088,21,2,825.52,430,412.76,0,United Kingdom,High Spender
15089,10,6,1906.6100000000001,1278,317.7683333333334,0,United Kingdom,High Spender
15090,308,1,263.12,160,263.12,1,United Kingdom,Low Spender
15091,68,1,446.71,342,446.71,0,United Kingdom,Mid Spender
15092,215,2,279.61,115,139.805,1,United Kingdom,Mid Spender
15093,18,6,1807.28,953,301.2133333333333,0,United Kingdom,High Spender
15095,104,4,796.74,414,199.185,1,United Kingdom,Mid Spender
15096,43,1,206.89000000000001,119,206.89000000000001,0,United Kingdom,Low Spender
15097,4,1,215.08,166,215.08,0,United Kingdom,Low Spender
15099,84,1,238.70000000000002,113,238.70000000000002,0,United Kingdom,Low Spender
15101,9,2,120.13000000000001,37,60.065000000000005,0,United Kingdom,Low Spender
15103,31,2,573.46,325,286.73,0,United Kingdom,Mid Spender
15104,197,2,571.49,548,285.745,1,United Kingdom,Mid Spender
15105,18,7,1728.99,1001,246.99857142857144,0,United Kingdom,High Spender
15106,18,5,1235.45,988,247.09,0,United Kingdom,High Spender
15107,334,3,104.10000000000001,70,34.7,1,United Kingdom,Low Spender
15108,142,3,983.5500000000001,473,327.85,1,European Community,High Spender
15109,246,1,327.15000000000003,117,327.15000000000003,1,United Kingdom,Mid Spender
15110,24,4,620.4,224,155.1,0,United Kingdom,Mid Spender
15111,29,3,1339.68,684,446.56,0,United Kingdom,High Spender
15113,10,3,1590.19,744,530.0633333333334,0,United Kingdom,High Spender
15114,30,10,2650.16,2808,265.01599999999996,0,United Kingdom,High Spender
15115,18,1,238.81,147,238.81,0,United Kingdom,Low Spender
15116,18,4,1092.68,497,273.17,0,United Kingdom,High Spender
15117,15,5,1146.73,843,229.346,0,United Kingdom,High Spender
15119,246,1,162.8,82,162.8,1,United Kingdom,Low Spender
15120,134,1,244.4,242,244.4,1,United Kingdom,Low Spender
15121,50,2,399.07,195,199.535,0,United Kingdom,Mid Spender
15122,114,3,1286.28,691,428.76,1,United Kingdom,High Spender
15123,7,2,1818.6299999999999,969,909.3149999999999,0,United Kingdom,High Spender
15124,23,2,126.5,134,63.25,0,United Kingdom,Low Spender
15125,61,9,2362.7,831,262.5222222222222,0,United Kingdom,High Spender
15127,66,1,346.53,203,346.53,0,United Kingdom,Mid Spender
15128,60,4,1307.74,1003,326.935,0,United Kingdom,High Spender
15129,50,10,1583.27,858,158.327,0,United Kingdom,High Spender
15130,170,1,330.11,197,330.11,1,United Kingdom,Mid Spender
15132,18,5,791.69,507,158.33800000000002,0,United Kingdom,Mid Spender
15133,128,3,584.1800000000001,286,194.7266666666667,1,United Kingdom,Mid Spender
15134,15,8,1299.55,683,162.44375,0,United Kingdom,High Spender
15135,239,1,139.05,43,139.05,1,United Kingdom,Low Spender
15136,3,4,1234.5,740,308.625,0,United Kingdom,High Spender
15139,240,2,169.84,160,84.92,1,United Kingdom,Low Spender
15140,52,7,1604.01,788,229.1442857142857,0,United Kingdom,High Spender
15142,46,1,430.52,311,430.52,0,United Kingdom,Mid Spender
15143,226,1,239.55,148,239.55,1,United Kingdom,Low Spender
15144,8,17,5997.62,2802,352.80117647058825,0,United Kingdom,High Spender
15145,4,4,921.73,695,230.4325,0,United Kingdom,High Spender
15146,165,2,1164.52,1266,582.26,1,United Kingdom,High Spender
15147,240,1,382.0,308,382.0,1,United Kingdom,Mid Spender
15148,11,1,301.29,187,301.29,0,United Kingdom,Mid Spender
15149,134,1,327.45000000000005,75,327.45000000000005,1,United Kingdom,Mid Spender
15150,17,10,4592.19,3356,459.21899999999994,0,United Kingdom,High Spender
15152,10,13,3794.9900000000002,2466,291.9223076923077,0,United Kingdom,High Spender
15153,31,1,251.82,122,251.82,0,United Kingdom,Low Spender
15154,75,1,170.08,81,170.08,0,United Kingdom,Low Spender
15156,1,3,762.39,579,254.13,0,United Kingdom,Mid Spender
15157,4,3,1408.73,1605,469.57666666666665,0,United Kingdom,High Spender
15158,45,1,119.76,96,119.76,0,United Kingdom,Low Spender
15159,2,28,14334.960000000001,8206,511.96285714285716,0,United Kingdom,High Spender
15160,357,1,51.96,48,51.96,1,United Kingdom,Low Spender
15163,18,2,278.77,154,139.385,0,United Kingdom,Mid Spender
15164,69,3,759.08,345,253.02666666666667,0,United Kingdom,Mid Spender
15165,373,1,362.7,147,362.7,1,United Kingdom,Mid Spender
15167,321,1,134.4,62,134.4,1,United Kingdom,Low Spender
15168,26,1,58.86,46,58.86,0,United Kingdom,Low Spender
15172,9,5,1385.88,1163,277.17600000000004,0,United Kingdom,High Spender
15174,323,1,120.63,109,120.63,1,United Kingdom,Low Spender
15175,72,1,212.5,338,212.5,0,United Kingdom,Low Spender
15178,260,1,40.5,30,40.5,1,United Kingdom,Low Spender
15179,18,4,1533.79,994,383.4475,0,United Kingdom,High Spender
15180,367,1,87.5,36,87.5,1,United Kingdom,Low Spender
15181,66,3,194.99999999999997,204,64.99999999999999,0,United Kingdom,Low Spender
15182,154,2,605.85,251,302.925,1,United Kingdom,Mid Spender
15184,29,2,283.45,188,141.725,0,United Kingdom,Mid Spender
15185,70,1,139.92000000000002,264,139.92000000000002,0,United Kingdom,Low Spender
15186,14,2,349.85,163,174.925,0,United Kingdom,Mid Spender
15187,2,12,1994.24,1032,166.18666666666667,0,United Kingdom,High Spender
15189,1,39,5114.18,1476,131.13282051282053,0,United Kingdom,High Spender
15192,120,3,618.6,528,206.20000000000002,1,United Kingdom,Mid Spender
15193,61,1,336.95,81,336.95,0,United Kingdom,Mid Spender
15194,3,15,5099.79,3297,339.986,0,United Kingdom,High Spender
15197,11,3,451.11,383,150.37,0,United Kingdom,Mid Spender
15198,92,2,193.64,120,96.82,1,United Kingdom,Low Spender
15199,59,4,418.70000000000005,86,104.67500000000001,0,United Kingdom,Mid Spender
15201,87,5,1116.54,1114,223.308,0,United Kingdom,High Spender
15203,26,6,1757.4,1523,292.90000000000003,0,United Kingdom,High Spender
15204,357,1,157.5,70,157.5,1,United Kingdom,Low Spender
15205,85,2,425.25,325,212.625,0,United Kingdom,Mid Spender
15206,10,4,420.29999999999995,162,105.07499999999999,0,United Kingdom,Mid Spender
15208,1,5,442.57,269,88.514,0,United Kingdom,Mid Spender
15210,225,1,211.2,130,211.2,1,United Kingdom,Low Spender
15211,60,2,670.9100000000001,221,335.45500000000004,0,United Kingdom,Mid Spender
15212,241,1,62.0,32,62.0,1,United Kingdom,Low Spender
15213,319,2,328.35,272,164.175,1,United Kingdom,Mid Spender
15214,2,8,1497.14,1122,187.1425,0,United Kingdom,High Spender
15215,47,3,494.24,200,164.74666666666667,0,United Kingdom,Mid Spender
15216,88,1,33.0,20,33.0,0,United Kingdom,Low Spender
15218,11,10,3102.65,1289,310.265,0,United Kingdom,High Spender
15219,176,1,152.8,32,152.8,1,United Kingdom,Low Spender
15220,52,6,1560.45,1022,260.075,0,United Kingdom,High Spender
15221,366,1,162.60000000000002,28,162.60000000000002,1,United Kingdom,Low Spender
15223,226,2,444.55,185,222.275,1,United Kingdom,Mid Spender
15224,358,2,244.13,143,122.065,1,United Kingdom,Low Spender
15225,234,1,344.70000000000005,218,344.70000000000005,1,United Kingdom,Mid Spender
15226,311,1,128.91,69,128.91,1,United Kingdom,Low Spender
15227,37,5,891.78,528,178.356,0,United Kingdom,High Spender
15228,66,4,2337.55,1151,584.3875,0,United Kingdom,High Spender
15230,239,2,429.6,351,214.8,1,United Kingdom,Mid Spender
15232,113,2,358.06,406,179.03,1,United Kingdom,Mid Spender
15234,277,1,187.88,148,187.88,1,United Kingdom,Low Spender
15235,218,12,2015.51,1298,167.95916666666668,1,United Kingdom,High Spender
15236,299,1,321.05,269,321.05,1,United Kingdom,Mid Spender
15237,2,4,1252.38,1019,313.095,0,United Kingdom,High Spender
15238,29,3,747.23,523,249.07666666666668,0,United Kingdom,Mid Spender
15239,10,2,749.67,544,374.835,0,United Kingdom,Mid Spender
15240,45,5,1168.8,638,233.76,0,United Kingdom,High Spender
15241,67,8,1347.01,1354,168.37625,0,United Kingdom,High Spender
15243,74,1,316.68,185,316.68,0,United Kingdom,Mid Spender
15244,65,2,565.17,397,282.585,0,United Kingdom,Mid Spender
15245,134,3,1490.76,832,496.92,1,United Kingdom,High Spender
15246,238,2,458.1,208,229.05,1,United Kingdom,Mid Spender
15247,122,1,111.19999999999999,64,111.19999999999999,1,United Kingdom,Low Spender
15249,32,13,6298.46,3465,484.49692307692305,0,United Kingdom,High Spender
15251,91,7,1307.12,392,186.73142857142855,1,United Kingdom,High Spender
15252,36,2,740.78,522,370.39,0,United Kingdom,Mid Spender
15253,16,5,847.29,769,169.458,0,United Kingdom,High Spender
15254,127,1,253.32,163,253.32,1,United Kingdom,Low Spender
15255,67,1,865.35,487,865.35,0,United Kingdom,High Spender
15256,149,1,98.45,55,98.45,1,United Kingdom,Low Spender
15257,283,1,40.2,36,40.2,1,United Kingdom,Low Spender
15258,169,2,386.76,118,193.38,1,United Kingdom,Mid Spender
15260,100,6,1595.27,831,265.87833333333333,1,United Kingdom,High Spender
15261,135,1,254.82,270,254.82,1,United Kingdom,Low Spender
15262,324,1,161.95000000000002,71,161.95000000000002,1,United Kingdom,Low Spender
15263,107,1,139.51,87,139.51,1,United Kingdom,Low Spender
15264,64,1,393.74,265,393.74,0,United Kingdom,Mid Spender
15265,151,2,1076.52,566,538.26,1,United Kingdom,High Spender
15266,338,1,47.7,10,47.7,1,United Kingdom,Low Spender
15269,24,1,118.80000000000001,24,118.80000000000001,0,United Kingdom,Low Spender
15270,16,6,842.0500000000001,315,140.34166666666667,0,United Kingdom,High Spender
15271,7,15,2183.04,1223,145.536,0,United Kingdom,High Spender
15272,57,2,502.26,247,251.13,0,United Kingdom,Mid Spender
15274,4,2,681.77,499,340.885,0,United Kingdom,Mid Spender
15275,38,1,473.29,345,473.29,0,United Kingdom,Mid Spender
15276,66,1,95.38,57,95.38,0,United Kingdom,Low Spender
15277,47,1,241.98,157,241.98,0,United Kingdom,Low Spender
15279,355,1,240.45,139,240.45,1,United Kingdom,Low Spender
15280,172,1,87.62,124,87.62,1,United Kingdom,Low Spender
15281,59,9,1900.68,992,211.18666666666667,0,United Kingdom,High Spender
15286,50,1,240.55,55,240.55,0,United Kingdom,Low Spender
15287,22,2,414.69,233,207.345,0,United Kingdom,Mid Spender
15288,43,5,2074.12,751,414.82399999999996,0,United Kingdom,High Spender
15289,29,3,689.46,696,229.82000000000002,0,United Kingdom,Mid Spender
15290,5,18,3920.12,1976,217.78444444444443,0,United Kingdom,High Spender
15291,26,11,2234.16,688,203.10545454545453,0,United Kingdom,High Spender
15292,201,1,111.69,49,111.69,1,United Kingdom,Low Spender
15296,51,6,2874.4700000000003,1381,479.0783333333334,0,United Kingdom,High Spender
15297,10,3,624.94,290,208.31333333333336,0,United Kingdom,Mid Spender
15298,2,11,3106.88,1926,282.44363636363636,0,United Kingdom,High Spender
15300,64,1,454.44,288,454.44,0,United Kingdom,Mid Spender
15301,51,11,3478.54,2092,316.2309090909091,0,United Kingdom,High Spender
15303,290,1,444.42,236,444.42,1,United Kingdom,Mid Spender
15304,61,5,242.60000000000002,68,48.52,0,United Kingdom,Low Spender
15306,64,3,854.02,563,284.67333333333335,0,United Kingdom,High Spender
15307,96,1,119.20000000000002,28,119.20000000000002,1,United Kingdom,Low Spender
15308,274,1,218.25,119,218.25,1,United Kingdom,Low Spender
15311,1,91,17712.96,8058,194.6479120879121,0,United Kingdom,High Spender
15312,75,4,843.25,484,210.8125,0,United Kingdom,High Spender
15313,110,1,52.0,25,52.0,1,United Kingdom,Low Spender
15314,199,1,314.05,265,314.05,1,United Kingdom,Mid Spender
15315,64,2,475.21999999999997,574,237.60999999999999,0,United Kingdom,Mid Spender
15318,4,1,284.9,534,284.9,0,United Kingdom,Mid Spender
15319,284,1,145.0,169,145.0,1,United Kingdom,Low Spender
15320,44,1,189.03,85,189.03,0,United Kingdom,Low Spender
15321,71,3,2062.64,896,687.5466666666666,0,United Kingdom,High Spender
15322,86,1,606.66,362,606.66,0,United Kingdom,Mid Spender
15325,104,1,161.74,231,161.74,1,United Kingdom,Low Spender
15326,334,1,311.71,386,311.71,1,United Kingdom,Mid Spender
15327,53,1,125.1,109,125.1,0,United Kingdom,Low Spender
15329,39,3,830.95,465,276.98333333333335,0,United Kingdom,High Spender
15330,32,1,29.759999999999998,48,29.759999999999998,0,United Kingdom,Low Spender
15332,370,3,1266.86,430,422.28666666666663,1,Lithuania,High Spender
15333,208,1,238.0,104,238.0,1,United Kingdom,Low Spender
15334,157,3,340.87,272,113.62333333333333,1,United Kingdom,Mid Spender
15335,54,1,161.72,78,161.72,0,United Kingdom,Low Spender
15339,66,2,528.71,348,264.355,0,United Kingdom,Mid Spender
15341,81,1,732.96,192,732.96,0,United Kingdom,Mid Spender
15342,130,1,391.14,282,391.14,1,United Kingdom,Mid Spender
15343,87,1,153.7,62,153.7,0,United Kingdom,Low Spender
15344,32,2,187.79000000000002,81,93.89500000000001,0,United Kingdom,Low Spender
15345,46,1,230.39000000000001,69,230.39000000000001,0,United Kingdom,Low Spender
15346,333,1,252.42000000000002,144,252.42000000000002,1,United Kingdom,Low Spender
15347,366,1,81.60000000000001,34,81.60000000000001,1,United Kingdom,Low Spender
15348,72,1,158.04,84,158.04,0,United Kingdom,Low Spender
15349,158,2,357.46,269,178.73,1,United Kingdom,Mid Spender
15350,373,1,115.65,51,115.65,1,United Kingdom,Low Spender
15351,12,7,1632.8600000000001,708,233.2657142857143,0,United Kingdom,High Spender
15353,255,2,548.27,322,274.135,1,United Kingdom,Mid Spender
15355,29,2,189.3,34,94.65,0,United Kingdom,Low Spender
15356,31,10,2680.48,1610,268.048,0,United Kingdom,High Spender
15358,5,22,7616.46,6041,346.20272727272726,0,United Kingdom,High Spender
15360,40,1,427.93,223,427.93,0,United Kingdom,Mid Spender
15361,362,1,139.8,108,139.8,1,United Kingdom,Low Spender
15363,373,1,310.1,142,310.1,1,United Kingdom,Mid Spender
15364,96,2,675.59,445,337.795,1,United Kingdom,Mid Spender
15365,26,7,2115.7200000000003,1062,302.2457142857143,0,United Kingdom,High Spender
15366,75,2,529.94,532,264.97,0,United Kingdom,Mid Spender
15367,57,4,1690.8500000000001,927,422.71250000000003,0,United Kingdom,High Spender
15370,71,5,1495.2,753,299.04,0,United Kingdom,High Spender
15373,8,10,1400.01,405,140.001,0,United Kingdom,High Spender
15374,129,1,25.200000000000003,12,25.200000000000003,1,United Kingdom,Low Spender
15376,40,3,1081.01,602,360.33666666666664,0,United Kingdom,High Spender
15379,169,7,3192.81,1923,456.11571428571426,1,United Kingdom,High Spender
15380,9,4,268.54,102,67.135,0,United Kingdom,Low Spender
15381,268,1,143.1,66,143.1,1,United Kingdom,Low Spender
15382,15,6,5136.82,3393,856.1366666666667,0,United Kingdom,High Spender
15384,170,2,591.91,558,295.955,1,United Kingdom,Mid Spender
15385,40,1,142.46,111,142.46,0,United Kingdom,Low Spender
15386,186,1,370.74,410,370.74,1,United Kingdom,Mid Spender
15388,270,1,140.54,88,140.54,1,Canada,Low Spender
15392,5,4,1374.49,1033,343.6225,0,United Kingdom,High Spender
15393,16,2,231.86,150,115.93,0,United Kingdom,Low Spender
15394,10,4,1743.69,833,435.9225,0,United Kingdom,High Spender
15395,326,1,74.55000000000001,13,74.55000000000001,1,United Kingdom,Low Spender
15396,113,1,204.28,112,204.28,1,United Kingdom,Low Spender
15397,290,1,94.0,20,94.0,1,United Kingdom,Low Spender
15398,16,2,1283.63,763,641.815,0,United Kingdom,High Spender
15399,1,3,768.97,491,256.3233333333333,0,United Kingdom,Mid Spender
15400,128,3,208.6,76,69.53333333333333,1,United Kingdom,Low Spender
15402,149,2,396.81,202,198.405,1,United Kingdom,Mid Spender
15405,189,1,128.84,83,128.84,1,United Kingdom,Low Spender
15406,31,2,331.79,187,165.895,0,United Kingdom,Mid Spender
15407,34,4,652.74,486,163.185,0,United Kingdom,Mid Spender
15408,264,1,121.98,92,121.98,1,United Kingdom,Low Spender
15410,84,8,2612.19,1059,326.52375,0,United Kingdom,High Spender
15411,26,4,1022.2,460,255.55,0,United Kingdom,High Spender
15412,171,1,49.79,23,49.79,1,United Kingdom,Low Spender
15414,10,3,675.45,329,225.15,0,United Kingdom,Mid Spender
15415,313,1,465.09000000000003,417,465.09000000000003,1,United Kingdom,Mid Spender
15416,65,4,2990.0,1824,747.5,0,United Kingdom,High Spender
15417,85,1,508.8,284,508.8,0,United Kingdom,Mid Spender
15419,25,1,84.74,94,84.74,0,United Kingdom,Low Spender
15421,59,4,856.94,442,214.235,0,United Kingdom,High Spender
15422,323,2,97.7,38,48.85,1,United Kingdom,Low Spender
15423,38,1,7.5,1,7.5,0,United Kingdom,Low Spender
15424,254,2,304.14,218,152.07,1,United Kingdom,Mid Spender
15426,19,5,1196.07,637,239.214,0,United Kingdom,High Spender
15427,33,3,1254.35,869,418.1166666666666,0,United Kingdom,High Spender
15428,15,1,75.06,54,75.06,0,United Kingdom,Low Spender
15429,27,2,321.68,292,160.84,0,United Kingdom,Mid Spender
15432,23,1,171.19,65,171.19,0,United Kingdom,Low Spender
15433,214,2,533.3,534,266.65,1,United Kingdom,Mid Spender
15434,8,5,833.86,466,166.772,0,United Kingdom,High Spender
15435,22,1,109.94,50,109.94,0,United Kingdom,Low Spender
15436,12,3,911.15,556,303.71666666666664,0,United Kingdom,High Spender
15437,262,1,183.71,77,183.71,1,United Kingdom,Low Spender
15438,131,1,137.13,57,137.13,1,United Kingdom,Low Spender
15440,55,3,307.18,188,102.39333333333333,0,United Kingdom,Mid Spender
15443,2,7,2677.03,1488,382.4328571428572,0,United Kingdom,High Spender
15444,9,2,1253.81,742,626.905,0,United Kingdom,High Spender
15445,264,1,68.1,54,68.1,1,United Kingdom,Low Spender
15447,331,1,129.67,83,129.67,1,United Kingdom,Low Spender
15448,313,1,405.04,224,405.04,1,United Kingdom,Mid Spender
15449,26,3,903.26,714,301.08666666666664,0,United Kingdom,High Spender
15450,30,1,388.94,372,388.94,0,United Kingdom,Mid Spender
15452,30,3,492.83,277,164.27666666666667,0,United Kingdom,Mid Spender
15453,2,7,1160.12,814,165.73142857142855,0,United Kingdom,High Spender
15454,362,1,157.2,84,157.2,1,United Kingdom,Low Spender
15456,283,3,356.17,379,118.72333333333334,1,United Kingdom,Mid Spender
15457,262,1,217.17,130,217.17,1,United Kingdom,Low Spender
15458,25,1,142.92,108,142.92,0,United Kingdom,Low Spender
15460,354,1,167.16,102,167.16,1,United Kingdom,Low Spender
15462,94,3,144.6,100,48.199999999999996,1,United Kingdom,Low Spender
15463,29,1,119.3,70,119.3,0,United Kingdom,Low Spender
15464,338,1,713.25,325,713.25,1,United Kingdom,Mid Spender
15465,20,18,1854.59,439,103.03277777777777,0,United Kingdom,High Spender
15466,85,1,324.58,245,324.58,0,United Kingdom,Mid Spender
15467,9,3,499.93,309,166.64333333333335,0,United Kingdom,Mid Spender
15468,51,1,377.91,145,377.91,0,United Kingdom,Mid Spender
15469,50,2,282.1,132,141.05,0,United Kingdom,Mid Spender
15471,2,1,356.13,222,356.13,0,United Kingdom,Mid Spender
15472,113,1,335.15999999999997,247,335.15999999999997,1,United Kingdom,Mid Spender
15475,77,1,406.31,315,406.31,0,United Kingdom,Mid Spender
15478,40,2,862.19,340,431.095,0,United Kingdom,High Spender
15480,116,1,579.25,272,579.25,1,Malta,Mid Spender
15482,16,9,2176.88,636,241.87555555555556,0,United Kingdom,High Spender
15483,161,4,192.76,170,48.19,1,United Kingdom,Low Spender
15484,1,4,2513.27,1672,628.3175,0,United Kingdom,High Spender
15485,30,3,1388.46,908,462.82,0,United Kingdom,High Spender
15489,23,3,746.39,423,248.79666666666665,0,United Kingdom,Mid Spender
15491,95,6,2358.59,1440,393.09833333333336,1,United Kingdom,High Spender
15492,28,2,504.73999999999995,421,252.36999999999998,0,United Kingdom,Mid Spender
15493,33,5,1216.8600000000001,474,243.372,0,United Kingdom,High Spender
15494,21,2,1040.08,829,520.04,0,United Kingdom,High Spender
15497,18,2,498.0,184,249.0,0,United Kingdom,Mid Spender
15498,3,26,11199.47,5018,430.7488461538461,0,United Kingdom,High Spender
15500,8,4,837.13,467,209.2825,0,United Kingdom,High Spender
15502,16,9,3505.42,2067,389.49111111111114,0,United Kingdom,High Spender
15503,363,1,122.59,68,122.59,1,United Kingdom,Low Spender
15504,81,1,52.83,33,52.83,0,United Kingdom,Low Spender
15505,53,5,1903.86,968,380.772,0,United Kingdom,High Spender
15506,23,3,738.21,655,246.07000000000002,0,United Kingdom,Mid Spender
15507,172,1,296.76,140,296.76,1,United Kingdom,Mid Spender
15508,189,6,771.13,354,128.52166666666668,1,United Kingdom,Mid Spender
15511,12,5,530.93,232,106.18599999999999,0,United Kingdom,Mid Spender
15512,156,2,121.0,68,60.5,1,United Kingdom,Low Spender
15513,33,17,8215.22,3144,483.2482352941176,0,United Kingdom,High Spender
15514,12,10,2024.0,992,202.4,0,United Kingdom,High Spender
15516,45,3,53.93,26,17.976666666666667,0,United Kingdom,Low Spender
15517,233,1,246.72,256,246.72,1,United Kingdom,Low Spender
15518,64,7,1700.88,1101,242.98285714285717,0,United Kingdom,High Spender
15520,2,1,320.7,194,320.7,0,United Kingdom,Mid Spender
15521,40,7,1946.36,1556,278.0514285714286,0,United Kingdom,High Spender
15522,33,2,326.65,449,163.325,0,United Kingdom,Mid Spender
15523,84,1,88.51,31,88.51,0,United Kingdom,Low Spender
15525,2,3,568.47,371,189.49,0,United Kingdom,Mid Spender
15526,33,1,9.14,10,9.14,0,United Kingdom,Low Spender
15527,19,8,1481.39,833,185.17375,0,United Kingdom,High Spender
15528,254,1,153.43,81,153.43,1,United Kingdom,Low Spender
15529,23,11,3618.93,3090,328.99363636363637,0,United Kingdom,High Spender
15530,22,4,1067.92,660,266.98,0,United Kingdom,High Spender
15531,8,2,1677.6000000000001,1021,838.8000000000001,0,United Kingdom,High Spender
15532,25,4,1091.39,435,272.8475,0,United Kingdom,High Spender
15533,19,3,504.42,219,168.14000000000001,0,United Kingdom,Mid Spender
15535,173,4,251.8,109,62.95,1,United Kingdom,Low Spender
15537,163,1,86.02,27,86.02,1,United Kingdom,Low Spender
15539,7,1,478.46,362,478.46,0,United Kingdom,Mid Spender
15540,11,1,185.22,128,185.22,0,United Kingdom,Low Spender
15541,114,1,85.13000000000001,49,85.13000000000001,1,United Kingdom,Low Spender
15543,288,1,117.91,85,117.91,1,United Kingdom,Low Spender
15544,9,9,3479.21,3007,386.5788888888889,0,United Kingdom,High Spender
15545,54,2,229.37,155,114.685,0,United Kingdom,Low Spender
15547,7,13,3895.23,3183,299.63307692307694,0,United Kingdom,High Spender
15549,77,3,1184.01,609,394.67,0,United Kingdom,High Spender
15550,4,4,474.38,286,118.595,0,United Kingdom,Mid Spender
15551,37,1,270.87,165,270.87,0,United Kingdom,Low Spender
15552,217,1,90.12,60,90.12,1,United Kingdom,Low Spender
15553,60,1,382.63,444,382.63,0,United Kingdom,Mid Spender
15554,278,1,130.4,64,130.4,1,United Kingdom,Low Spender
15555,12,16,4015.59,4081,250.974375,0,United Kingdom,High Spender
15556,24,1,201.37,193,201.37,0,United Kingdom,Low Spender
15557,29,1,276.26,131,276.26,0,United Kingdom,Low Spender
15561,12,4,520.19,245,130.0475,0,United Kingdom,Mid Spender
15563,22,3,1120.83,1041,373.60999999999996,0,United Kingdom,High Spender
15565,50,2,123.66000000000001,54,61.830000000000005,0,United Kingdom,Low Spender
15567,19,1,59.7,30,59.7,0,United Kingdom,Low Spender
15568,3,3,724.39,459,241.46333333333334,0,United Kingdom,Mid Spender
15569,132,2,59.160000000000004,53,29.580000000000002,1,United Kingdom,Low Spender
15570,7,12,3204.18,1766,267.015,0,United Kingdom,High Spender
15571,12,4,558.05,211,139.5125,0,United Kingdom,Mid Spender
15572,5,7,1745.99,1121,249.42714285714285,0,United Kingdom,High Spender
15573,32,2,414.3,236,207.15,0,United Kingdom,Mid Spender
15574,178,4,438.65000000000003,240,109.66250000000001,1,United Kingdom,Mid Spender
15576,38,1,576.33,287,576.33,0,United Kingdom,Mid Spender
15577,151,3,209.53,84,69.84333333333333,1,United Kingdom,Low Spender
15578,162,1,119.15,51,119.15,1,United Kingdom,Low Spender
15579,69,2,209.85,103,104.925,0,United Kingdom,Low Spender
15581,156,10,603.9300000000001,267,60.39300000000001,1,United Kingdom,Mid Spender
15582,25,3,663.01,451,221.00333333333333,0,United Kingdom,Mid Spender
15584,24,4,567.46,266,141.865,0,United Kingdom,Mid Spender
15585,177,1,439.4,318,439.4,1,United Kingdom,Mid Spender
15587,50,3,305.28,96,101.75999999999999,0,United Kingdom,Mid Spender
15589,256,3,413.73,237,137.91,1,United Kingdom,Mid Spender
15592,47,1,314.66,258,314.66,0,United Kingdom,Mid Spender
15593,71,1,199.8,60,199.8,0,United Kingdom,Low Spender
15594,16,5,1648.5,941,329.7,0,United Kingdom,High Spender
15596,101,5,1109.14,530,221.82800000000003,1,United Kingdom,High Spender
15597,35,1,324.57,279,324.57,0,United Kingdom,Mid Spender
15598,53,1,223.68,158,223.68,0,United Kingdom,Low Spender
15599,27,2,653.6899999999999,661,326.84499999999997,0,United Kingdom,Mid Spender
15601,11,14,5198.57,3729,371.32642857142855,0,United Kingdom,High Spender
15602,8,7,619.7,398,88.52857142857144,0,United Kingdom,Mid Spender
15604,52,1,216.39,159,216.39,0,United Kingdom,Low Spender
15605,36,5,944.5300000000001,413,188.906,0,United Kingdom,High Spender
